,asin,date,Unnamed: 0,sales_rank,rating,ad_cost_eur,item_promotion_discount,forecasted_sales_rank,MAPE
136,574dcc67cced8b16dd8d8cc3c44f1088,2020-05-01,49580.0,1447464,,0.0,0.0,1238076.25,14.46583472887754
137,578d564cc85de2c329194a6073404994,2021-12-01,49644.5,341072,5.0,0.09003333333333334,0.0,202280.00000000003,40.692874231833734
138,58ebc6345c6adb1874d5aa076a4fd8f6,2021-12-01,50480.5,157735,3.523855421686747,0.12702,0.168,247255.5217391304,56.75374630813098
139,59c6e17754641bb617837b5d30b21617,2021-12-01,50920.5,74092,4.1,0.0,0.0,53639.39130434782,27.60434148849023
140,5a289891cfce0ef1ea305e83376e2b39,2021-05-01,51384.5,62002,3.756818181818182,1.1223750000000001,0.075,56108.12500000003,9.505943356665867
141,5a7c05929780b836167f31f2673abb59,2020-06-01,51433.5,2786715,,0.0,0.0,2921320.9999999995,4.830275072980177
142,5ad420714fd261cff6fa39514488a152,2021-12-01,52199.0,64802,3.505719626168224,0.072416,0.048,62476.47826086956,3.5886573549125638
143,5bded5d295096f4d2defd84ae85eec4c,2020-02-01,52238.0,411755,3.1500000000000004,0.0,0.0,,
144,5c295b865394b70221165443ce46a5f9,2021-12-01,53177.0,4053,4.0,34.75915505617978,1.7746067415730338,89604.95652173912,2110.830410109527
145,5c999c89c3a4ea793c9b5cd20b9129ba,2021-12-01,55048.5,5080,4.0,19.65439574468085,1.898085106382979,8410.0,65.5511811023622
146,5c9d4808012aa6e5118729d757472769,2021-12-01,55441.0,145554,4.7,0.0,0.0,90598.62500000003,37.75600464432443
147,5d5b148124898eeee7ac15edf58cfa0e,2021-12-01,55906.5,62716,3.7,0.2044,0.0,47754.812500000015,23.855455545634268
148,5da1dbeaec6bc684d211a61c153cb275,2021-12-01,56922.0,40140,2.7,0.0,0.0,19313.566965692113,51.88448688168382
149,5dca9010594d335e0d6dbe2b6b5ad1e7,2021-12-01,57135.0,263495,3.1000000000000005,0.0,0.0,191749.13043478256,27.22855066138539
150,5f4da0db0d845bf510a60070fa42d8f9,2021-03-01,57229.0,356230,3.7,0.0,0.0,357874.50000000006,0.46163995171660394
151,60858797450ccf017d4e5aef8ce0a90d,2021-12-01,57465.5,34347,3.867424242424242,4.853836363636364,0.0,48250.456055090246,40.47938991786836
152,60d9aeb476bc39f12dd990855337ca3b,2021-04-01,57836.0,20507,3.2846153846153845,0.2044,0.0,34964.333333333336,70.49950423432651
153,60ef0760847352d9bb2067fc886c9757,2021-12-01,57990.5,146584,4.0,0.0,0.0,81536.50000000001,44.375579872291645
154,613e91b344fe5e6df2aef0e62bf5947c,2021-12-01,58845.0,103021,3.4,0.025445714285714283,0.0,72496.6956521739,29.629206033552475
155,6238651cea1cdc459619e4bdd9b0f343,2021-02-01,58964.0,4060863,,0.0,0.0,2847739.545454545,29.87353807664664
156,623d0c0f9a1c3323464be414efdb1a1e,2021-12-01,59995.5,5936,3.3036666666666665,7.80662,0.7366666666666667,7091.061442950524,19.45858225994818
157,6354a1006da50f5f3785039312a97267,2021-12-01,60102.0,289752,3.9,0.0,0.0,234590.5555555555,19.03746805697441
158,6363a2fe56335196e09f110634997a2c,2021-12-01,61498.0,10164,4.1,9.023249230769231,0.0,9291.664160174805,8.582603697611125
159,639ab0178338c03d5b1def8f780b82d2,2021-09-01,61689.0,684283,3.4,0.0,0.0,418998.35294117656,38.76826503929273
160,64e9bc89bede814e6bfb62b15f017ae6,2021-02-01,61777.5,4612787,,0.0,0.0,3047491.5,33.933834360875544
161,664f944932acf7670b76efd443b2e842,2021-03-01,62598.0,39386,3.7000000000000006,0.0,0.0,8486.067504551555,78.4541016997117
162,66bb4e2369627463fdb11751b8c21fab,2021-12-01,63030.0,76061,4.1,0.34486206896551724,0.2682758620689655,67934.46153846158,10.68423825815914
163,66db9c734db709475298333ac6191af6,2020-06-01,63065.5,288507,,0.0,0.0,4041442.9999999986,1300.8128052352279
164,671ff6d386ff5a5992e669b38a87f301,2021-12-01,63614.0,68124,3.6,0.0,0.0,108675.17391304347,59.52553272421389
165,672bdf32cc56a2a5d7052fde927c31da,2021-12-01,63664.5,262668,,0.0,0.0,183565.50000000006,30.11501210653751
166,678be4029744f64f98933743b511e353,2021-12-01,63819.0,114361,3.5,0.0,0.0,70441.8746152482,38.4039361187396
167,67bd3c971befff7c4bb4f53320aa88a7,2021-01-01,63914.0,1835072,,0.0,0.0,1696847.9999999995,7.532347504621098
168,67c1119e1207bb9c640724eb6b6b905d,2021-12-01,64443.0,36912,4.0,0.9626580645161291,0.0,32163.916666666675,12.863251336512041
